time_s,j0,j1,j2,j3,j4,j5,j6
2.894000,0.326888,0.326888,0.326888,0.326888,0.326888,0.326888,0.326888
2.895000,0.323917,0.323917,0.323917,0.323917,0.323917,0.323917,0.323917
2.896000,0.320944,0.320944,0.320944,0.320944,0.320944,0.320944,0.320944
2.897000,0.317967,0.317967,0.317967,0.317967,0.317967,0.317967,0.317967
2.898000,0.314987,0.314987,0.314987,0.314987,0.314987,0.314987,0.314987
2.899000,0.312003,0.312003,0.312003,0.312003,0.312003,0.312003,0.312003
2.900000,0.309017,0.309017,0.309017,0.309017,0.309017,0.309017,0.309017
2.901000,0.306028,0.306028,0.306028,0.306028,0.306028,0.306028,0.306028
2.902000,0.303035,0.303035,0.303035,0.303035,0.303035,0.303035,0.303035
2.903000,0.300040,0.300040,0.300040,0.300040,0.300040,0.300040,0.300040
2.904000,0.297042,0.297042,0.297042,0.297042,0.297042,0.297042,0.297042
2.905000,0.294040,0.294040,0.294040,0.294040,0.294040,0.294040,0.294040
2.906000,0.291036,0.291036,0.291036,0.291036,0.291036,0.291036,0.291036
2.907000,0.288029,0.288029,0.288029,0.288029,0.288029,0.288029,0.288029
2.908000,0.285019,0.285019,0.285019,0.285019,0.285019,0.285019,0.285019
2.909000,0.282007,0.282007,0.282007,0.282007,0.282007,0.282007,0.282007
2.910000,0.278991,0.278991,0.278991,0.278991,0.278991,0.278991,0.278991
2.911000,0.275973,0.275973,0.275973,0.275973,0.275973,0.275973,0.275973
2.912000,0.272952,0.272952,0.272952,0.272952,0.272952,0.272952,0.272952
2.913000,0.269928,0.269928,0.269928,0.269928,0.269928,0.269928,0.269928
2.914000,0.266902,0.266902,0.266902,0.266902,0.266902,0.266902,0.266902
2.915000,0.263873,0.263873,0.263873,0.263873,0.263873,0.263873,0.263873
2.916000,0.260842,0.260842,0.260842,0.260842,0.260842,0.260842,0.260842
2.917000,0.257807,0.257807,0.257807,0.257807,0.257807,0.257807,0.257807
2.918000,0.254771,0.254771,0.254771,0.254771,0.254771,0.254771,0.254771
2.919000,0.251732,0.251732,0.251732,0.251732,0.251732,0.251732,0.251732
2.920000,0.248690,0.248690,0.248690,0.248690,0.248690,0.248690,0.248690
2.921000,0.245646,0.245646,0.245646,0.245646,0.245646,0.245646,0.245646
2.922000,0.242599,0.242599,0.242599,0.242599,0.242599,0.242599,0.242599
2.923000,0.239550,0.239550,0.239550,0.239550,0.239550,0.239550,0.239550
2.924000,0.236499,0.236499,0.236499,0.236499,0.236499,0.236499,0.236499
2.925000,0.233445,0.233445,0.233445,0.233445,0.233445,0.233445,0.233445
2.926000,0.230389,0.230389,0.230389,0.230389,0.230389,0.230389,0.230389
2.927000,0.227331,0.227331,0.227331,0.227331,0.227331,0.227331,0.227331
2.928000,0.224271,0.224271,0.224271,0.224271,0.224271,0.224271,0.224271
2.929000,0.221208,0.221208,0.221208,0.221208,0.221208,0.221208,0.221208
2.930000,0.218143,0.218143,0.218143,0.218143,0.218143,0.218143,0.218143
2.931000,0.215076,0.215076,0.215076,0.215076,0.215076,0.215076,0.215076
2.932000,0.212007,0.212007,0.212007,0.212007,0.212007,0.212007,0.212007
2.933000,0.208936,0.208936,0.208936,0.208936,0.208936,0.208936,0.208936
2.934000,0.205863,0.205863,0.205863,0.205863,0.205863,0.205863,0.205863
2.935000,0.202787,0.202787,0.202787,0.202787,0.202787,0.202787,0.202787
2.936000,0.199710,0.199710,0.199710,0.199710,0.199710,0.199710,0.199710
2.937000,0.196631,0.196631,0.196631,0.196631,0.196631,0.196631,0.196631
2.938000,0.193549,0.193549,0.193549,0.193549,0.193549,0.193549,0.193549
2.939000,0.190466,0.190466,0.190466,0.190466,0.190466,0.190466,0.190466
2.940000,0.187381,0.187381,0.187381,0.187381,0.187381,0.187381,0.187381
2.941000,0.184294,0.184294,0.184294,0.184294,0.184294,0.184294,0.184294
2.942000,0.181206,0.181206,0.181206,0.181206,0.181206,0.181206,0.181206
2.943000,0.178115,0.178115,0.178115,0.178115,0.178115,0.178115,0.178115
2.944000,0.175023,0.175023,0.175023,0.175023,0.175023,0.175023,0.175023
2.945000,0.171929,0.171929,0.171929,0.171929,0.171929,0.171929,0.171929
2.946000,0.168833,0.168833,0.168833,0.168833,0.168833,0.168833,0.168833
2.947000,0.165736,0.165736,0.165736,0.165736,0.165736,0.165736,0.165736
2.948000,0.162637,0.162637,0.162637,0.162637,0.162637,0.162637,0.162637
2.949000,0.159537,0.159537,0.159537,0.159537,0.159537,0.159537,0.159537
2.950000,0.156434,0.156434,0.156434,0.156434,0.156434,0.156434,0.156434
2.951000,0.153331,0.153331,0.153331,0.153331,0.153331,0.153331,0.153331
2.952000,0.150226,0.150226,0.150226,0.150226,0.150226,0.150226,0.150226
2.953000,0.147119,0.147119,0.147119,0.147119,0.147119,0.147119,0.147119
2.954000,0.144011,0.144011,0.144011,0.144011,0.144011,0.144011,0.144011
2.955000,0.140901,0.140901,0.140901,0.140901,0.140901,0.140901,0.140901
2.956000,0.137790,0.137790,0.137790,0.137790,0.137790,0.137790,0.137790
2.957000,0.134678,0.134678,0.134678,0.134678,0.134678,0.134678,0.134678
2.958000,0.131564,0.131564,0.131564,0.131564,0.131564,0.131564,0.131564
2.959000,0.128449,0.128449,0.128449,0.128449,0.128449,0.128449,0.128449
2.960000,0.125333,0.125333,0.125333,0.125333,0.125333,0.125333,0.125333
2.961000,0.122216,0.122216,0.122216,0.122216,0.122216,0.122216,0.122216
2.962000,0.119097,0.119097,0.119097,0.119097,0.119097,0.119097,0.119097
2.963000,0.115977,0.115977,0.115977,0.115977,0.115977,0.115977,0.115977
2.964000,0.112856,0.112856,0.112856,0.112856,0.112856,0.112856,0.112856
2.965000,0.109734,0.109734,0.109734,0.109734,0.109734,0.109734,0.109734
2.966000,0.106611,0.106611,0.106611,0.106611,0.106611,0.106611,0.106611
2.967000,0.103487,0.103487,0.103487,0.103487,0.103487,0.103487,0.103487
2.968000,0.100362,0.100362,0.100362,0.100362,0.100362,0.100362,0.100362
2.969000,0.097235,0.097235,0.097235,0.097235,0.097235,0.097235,0.097235
2.970000,0.094108,0.094108,0.094108,0.094108,0.094108,0.094108,0.094108
2.971000,0.090980,0.090980,0.090980,0.090980,0.090980,0.090980,0.090980
2.972000,0.087851,0.087851,0.087851,0.087851,0.087851,0.087851,0.087851
2.973000,0.084721,0.084721,0.084721,0.084721,0.084721,0.084721,0.084721
2.974000,0.081591,0.081591,0.081591,0.081591,0.081591,0.081591,0.081591
2.975000,0.078459,0.078459,0.078459,0.078459,0.078459,0.078459,0.078459
2.976000,0.075327,0.075327,0.075327,0.075327,0.075327,0.075327,0.075327
2.977000,0.072194,0.072194,0.072194,0.072194,0.072194,0.072194,0.072194
2.978000,0.069060,0.069060,0.069060,0.069060,0.069060,0.069060,0.069060
2.979000,0.065926,0.065926,0.065926,0.065926,0.065926,0.065926,0.065926
2.980000,0.062791,0.062791,0.062791,0.062791,0.062791,0.062791,0.062791
2.981000,0.059655,0.059655,0.059655,0.059655,0.059655,0.059655,0.059655
2.982000,0.056519,0.056519,0.056519,0.056519,0.056519,0.056519,0.056519
2.983000,0.053382,0.053382,0.053382,0.053382,0.053382,0.053382,0.053382
2.984000,0.050244,0.050244,0.050244,0.050244,0.050244,0.050244,0.050244
2.985000,0.047106,0.047106,0.047106,0.047106,0.047106,0.047106,0.047106
2.986000,0.043968,0.043968,0.043968,0.043968,0.043968,0.043968,0.043968
2.987000,0.040829,0.040829,0.040829,0.040829,0.040829,0.040829,0.040829
2.988000,0.037690,0.037690,0.037690,0.037690,0.037690,0.037690,0.037690
2.989000,0.034551,0.034551,0.034551,0.034551,0.034551,0.034551,0.034551
2.990000,0.031411,0.031411,0.031411,0.031411,0.031411,0.031411,0.031411
2.991000,0.028271,0.028271,0.028271,0.028271,0.028271,0.028271,0.028271
2.992000,0.025130,0.025130,0.025130,0.025130,0.025130,0.025130,0.025130
2.993000,0.021989,0.021989,0.021989,0.021989,0.021989,0.021989,0.021989
2.994000,0.018848,0.018848,0.018848,0.018848,0.018848,0.018848,0.018848
2.995000,0.015707,0.015707,0.015707,0.015707,0.015707,0.015707,0.015707
2.996000,0.012566,0.012566,0.012566,0.012566,0.012566,0.012566,0.012566
2.997000,0.009425,0.009425,0.009425,0.009425,0.009425,0.009425,0.009425
2.998000,0.006283,0.006283,0.006283,0.006283,0.006283,0.006283,0.006283
2.999000,0.003142,0.003142,0.003142,0.003142,0.003142,0.003142,0.003142
3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.001000,-0.003142,-0.003142,-0.003142,-0.003142,-0.003142,-0.003142,-0.003142
3.002000,-0.006283,-0.006283,-0.006283,-0.006283,-0.006283,-0.006283,-0.006283
3.003000,-0.009425,-0.009425,-0.009425,-0.009425,-0.009425,-0.009425,-0.009425
3.004000,-0.012566,-0.012566,-0.012566,-0.012566,-0.012566,-0.012566,-0.012566
3.005000,-0.015707,-0.015707,-0.015707,-0.015707,-0.015707,-0.015707,-0.015707
3.006000,-0.018848,-0.018848,-0.018848,-0.018848,-0.018848,-0.018848,-0.018848
3.007000,-0.021989,-0.021989,-0.021989,-0.021989,-0.021989,-0.021989,-0.021989
3.008000,-0.025130,-0.025130,-0.025130,-0.025130,-0.025130,-0.025130,-0.025130
3.009000,-0.028271,-0.028271,-0.028271,-0.028271,-0.028271,-0.028271,-0.028271
3.010000,-0.031411,-0.031411,-0.031411,-0.031411,-0.031411,-0.031411,-0.031411
3.011000,-0.034551,-0.034551,-0.034551,-0.034551,-0.034551,-0.034551,-0.034551
3.012000,-0.037690,-0.037690,-0.037690,-0.037690,-0.037690,-0.037690,-0.037690
3.013000,-0.040829,-0.040829,-0.040829,-0.040829,-0.040829,-0.040829,-0.040829
3.014000,-0.043968,-0.043968,-0.043968,-0.043968,-0.043968,-0.043968,-0.043968
3.015000,-0.047106,-0.047106,-0.047106,-0.047106,-0.047106,-0.047106,-0.047106
3.016000,-0.050244,-0.050244,-0.050244,-0.050244,-0.050244,-0.050244,-0.050244
3.017000,-0.053382,-0.053382,-0.053382,-0.053382,-0.053382,-0.053382,-0.053382
3.018000,-0.056519,-0.056519,-0.056519,-0.056519,-0.056519,-0.056519,-0.056519
3.019000,-0.059655,-0.059655,-0.059655,-0.059655,-0.059655,-0.059655,-0.059655
3.020000,-0.062791,-0.062791,-0.062791,-0.062791,-0.062791,-0.062791,-0.062791
3.021000,-0.065926,-0.065926,-0.065926,-0.065926,-0.065926,-0.065926,-0.065926
3.022000,-0.069060,-0.069060,-0.069060,-0.069060,-0.069060,-0.069060,-0.069060
3.023000,-0.072194,-0.072194,-0.072194,-0.072194,-0.072194,-0.072194,-0.072194
3.024000,-0.075327,-0.075327,-0.075327,-0.075327,-0.075327,-0.075327,-0.075327
3.025000,-0.078459,-0.078459,-0.078459,-0.078459,-0.078459,-0.078459,-0.078459
3.026000,-0.081591,-0.081591,-0.081591,-0.081591,-0.081591,-0.081591,-0.081591
3.027000,-0.084721,-0.084721,-0.084721,-0.084721,-0.084721,-0.084721,-0.084721
3.028000,-0.087851,-0.087851,-0.087851,-0.087851,-0.087851,-0.087851,-0.087851
3.029000,-0.090980,-0.090980,-0.090980,-0.090980,-0.090980,-0.090980,-0.090980
3.030000,-0.094108,-0.094108,-0.094108,-0.094108,-0.094108,-0.094108,-0.094108
3.031000,-0.097235,-0.097235,-0.097235,-0.097235,-0.097235,-0.097235,-0.097235
3.032000,-0.100362,-0.100362,-0.100362,-0.100362,-0.100362,-0.100362,-0.100362
3.033000,-0.103487,-0.103487,-0.103487,-0.103487,-0.103487,-0.103487,-0.103487
3.034000,-0.106611,-0.106611,-0.106611,-0.106611,-0.106611,-0.106611,-0.106611
3.035000,-0.109734,-0.109734,-0.109734,-0.109734,-0.109734,-0.109734,-0.109734
3.036000,-0.112856,-0.112856,-0.112856,-0.112856,-0.112856,-0.112856,-0.112856
3.037000,-0.115977,-0.115977,-0.115977,-0.115977,-0.115977,-0.115977,-0.115977
3.038000,-0.119097,-0.119097,-0.119097,-0.119097,-0.119097,-0.119097,-0.119097
3.039000,-0.122216,-0.122216,-0.122216,-0.122216,-0.122216,-0.122216,-0.122216
3.040000,-0.125333,-0.125333,-0.125333,-0.125333,-0.125333,-0.125333,-0.125333
3.041000,-0.128449,-0.128449,-0.128449,-0.128449,-0.128449,-0.128449,-0.128449
3.042000,-0.131564,-0.131564,-0.131564,-0.131564,-0.131564,-0.131564,-0.131564
3.043000,-0.134678,-0.134678,-0.134678,-0.134678,-0.134678,-0.134678,-0.134678
3.044000,-0.137790,-0.137790,-0.137790,-0.137790,-0.137790,-0.137790,-0.137790
3.045000,-0.140901,-0.140901,-0.140901,-0.140901,-0.140901,-0.140901,-0.140901
3.046000,-0.144011,-0.144011,-0.144011,-0.144011,-0.144011,-0.144011,-0.144011
3.047000,-0.147119,-0.147119,-0.147119,-0.147119,-0.147119,-0.147119,-0.147119
3.048000,-0.150226,-0.150226,-0.150226,-0.150226,-0.150226,-0.150226,-0.150226
3.049000,-0.153331,-0.153331,-0.153331,-0.153331,-0.153331,-0.153331,-0.153331
3.050000,-0.156434,-0.156434,-0.156434,-0.156434,-0.156434,-0.156434,-0.156434
3.051000,-0.159537,-0.159537,-0.159537,-0.159537,-0.159537,-0.159537,-0.159537
3.052000,-0.162637,-0.162637,-0.162637,-0.162637,-0.162637,-0.162637,-0.162637
3.053000,-0.165736,-0.165736,-0.165736,-0.165736,-0.165736,-0.165736,-0.165736
3.054000,-0.168833,-0.168833,-0.168833,-0.168833,-0.168833,-0.168833,-0.168833
3.055000,-0.171929,-0.171929,-0.171929,-0.171929,-0.171929,-0.171929,-0.171929
3.056000,-0.175023,-0.175023,-0.175023,-0.175023,-0.175023,-0.175023,-0.175023
3.057000,-0.178115,-0.178115,-0.178115,-0.178115,-0.178115,-0.178115,-0.178115
3.058000,-0.181206,-0.181206,-0.181206,-0.181206,-0.181206,-0.181206,-0.181206
3.059000,-0.184294,-0.184294,-0.184294,-0.184294,-0.184294,-0.184294,-0.184294
3.060000,-0.187381,-0.187381,-0.187381,-0.187381,-0.187381,-0.187381,-0.187381
3.061000,-0.190466,-0.190466,-0.190466,-0.190466,-0.190466,-0.190466,-0.190466
3.062000,-0.193549,-0.193549,-0.193549,-0.193549,-0.193549,-0.193549,-0.193549
3.063000,-0.196631,-0.196631,-0.196631,-0.196631,-0.196631,-0.196631,-0.196631
3.064000,-0.199710,-0.199710,-0.199710,-0.199710,-0.199710,-0.199710,-0.199710
3.065000,-0.202787,-0.202787,-0.202787,-0.202787,-0.202787,-0.202787,-0.202787
3.066000,-0.205863,-0.205863,-0.205863,-0.205863,-0.205863,-0.205863,-0.205863
3.067000,-0.208936,-0.208936,-0.208936,-0.208936,-0.208936,-0.208936,-0.208936
3.068000,-0.212007,-0.212007,-0.212007,-0.212007,-0.212007,-0.212007,-0.212007
3.069000,-0.215076,-0.215076,-0.215076,-0.215076,-0.215076,-0.215076,-0.215076
3.070000,-0.218143,-0.218143,-0.218143,-0.218143,-0.218143,-0.218143,-0.218143
3.071000,-0.221208,-0.221208,-0.221208,-0.221208,-0.221208,-0.221208,-0.221208
3.072000,-0.224271,-0.224271,-0.224271,-0.224271,-0.224271,-0.224271,-0.224271
3.073000,-0.227331,-0.227331,-0.227331,-0.227331,-0.227331,-0.227331,-0.227331
3.074000,-0.230389,-0.230389,-0.230389,-0.230389,-0.230389,-0.230389,-0.230389
3.075000,-0.233445,-0.233445,-0.233445,-0.233445,-0.233445,-0.233445,-0.233445
3.076000,-0.236499,-0.236499,-0.236499,-0.236499,-0.236499,-0.236499,-0.236499
3.077000,-0.239550,-0.239550,-0.239550,-0.239550,-0.239550,-0.239550,-0.239550
3.078000,-0.242599,-0.242599,-0.242599,-0.242599,-0.242599,-0.242599,-0.242599
3.079000,-0.245646,-0.245646,-0.245646,-0.245646,-0.245646,-0.245646,-0.245646
3.080000,-0.248690,-0.248690,-0.248690,-0.248690,-0.248690,-0.248690,-0.248690
3.081000,-0.251732,-0.251732,-0.251732,-0.251732,-0.251732,-0.251732,-0.251732
3.082000,-0.254771,-0.254771,-0.254771,-0.254771,-0.254771,-0.254771,-0.254771
3.083000,-0.257807,-0.257807,-0.257807,-0.257807,-0.257807,-0.257807,-0.257807
3.084000,-0.260842,-0.260842,-0.260842,-0.260842,-0.260842,-0.260842,-0.260842
3.085000,-0.263873,-0.263873,-0.263873,-0.263873,-0.263873,-0.263873,-0.263873
3.086000,-0.266902,-0.266902,-0.266902,-0.266902,-0.266902,-0.266902,-0.266902
3.087000,-0.269928,-0.269928,-0.269928,-0.269928,-0.269928,-0.269928,-0.269928
3.088000,-0.272952,-0.272952,-0.272952,-0.272952,-0.272952,-0.272952,-0.272952
3.089000,-0.275973,-0.275973,-0.275973,-0.275973,-0.275973,-0.275973,-0.275973
3.090000,-0.278991,-0.278991,-0.278991,-0.278991,-0.278991,-0.278991,-0.278991
3.091000,-0.282007,-0.282007,-0.282007,-0.282007,-0.282007,-0.282007,-0.282007
3.092000,-0.285019,-0.285019,-0.285019,-0.285019,-0.285019,-0.285019,-0.285019
3.093000,-0.288029,-0.288029,-0.288029,-0.288029,-0.288029,-0.288029,-0.288029
3.094000,-0.291036,-0.291036,-0.291036,-0.291036,-0.291036,-0.291036,-0.291036
3.095000,-0.294040,-0.294040,-0.294040,-0.294040,-0.294040,-0.294040,-0.294040
3.096000,-0.297042,-0.297042,-0.297042,-0.297042,-0.297042,-0.297042,-0.297042
3.097000,-0.300040,-0.300040,-0.300040,-0.300040,-0.300040,-0.300040,-0.300040
3.098000,-0.303035,-0.303035,-0.303035,-0.303035,-0.303035,-0.303035,-0.303035
3.099000,-0.306028,-0.306028,-0.306028,-0.306028,-0.306028,-0.306028,-0.306028
3.100000,-0.309017,-0.309017,-0.309017,-0.309017,-0.309017,-0.309017,-0.309017
3.101000,-0.312003,-0.312003,-0.312003,-0.312003,-0.312003,-0.312003,-0.312003
3.102000,-0.314987,-0.314987,-0.314987,-0.314987,-0.314987,-0.314987,-0.314987
3.103000,-0.317967,-0.317967,-0.317967,-0.317967,-0.317967,-0.317967,-0.317967
3.104000,-0.320944,-0.320944,-0.320944,-0.320944,-0.320944,-0.320944,-0.320944
3.105000,-0.323917,-0.323917,-0.323917,-0.323917,-0.323917,-0.323917,-0.323917
3.106000,-0.326888,-0.326888,-0.326888,-0.326888,-0.326888,-0.326888,-0.326888
3.107000,-0.329855,-0.329855,-0.329855,-0.329855,-0.329855,-0.329855,-0.329855
3.108000,-0.332820,-0.332820,-0.332820,-0.332820,-0.332820,-0.332820,-0.332820
3.109000,-0.335780,-0.335780,-0.335780,-0.335780,-0.335780,-0.335780,-0.335780
3.110000,-0.338738,-0.338738,-0.338738,-0.338738,-0.338738,-0.338738,-0.338738
3.111000,-0.341692,-0.341692,-0.341692,-0.341692,-0.341692,-0.341692,-0.341692
3.112000,-0.344643,-0.344643,-0.344643,-0.344643,-0.344643,-0.344643,-0.344643
3.113000,-0.347590,-0.347590,-0.347590,-0.347590,-0.347590,-0.347590,-0.347590
3.114000,-0.350534,-0.350534,-0.350534,-0.350534,-0.350534,-0.350534,-0.350534
3.115000,-0.353475,-0.353475,-0.353475,-0.353475,-0.353475,-0.353475,-0.353475
3.116000,-0.356412,-0.356412,-0.356412,-0.356412,-0.356412,-0.356412,-0.356412
3.117000,-0.359345,-0.359345,-0.359345,-0.359345,-0.359345,-0.359345,-0.359345
3.118000,-0.362275,-0.362275,-0.362275,-0.362275,-0.362275,-0.362275,-0.362275
3.119000,-0.365202,-0.365202,-0.365202,-0.365202,-0.365202,-0.365202,-0.365202
3.120000,-0.368125,-0.368125,-0.368125,-0.368125,-0.368125,-0.368125,-0.368125
3.121000,-0.371044,-0.371044,-0.371044,-0.371044,-0.371044,-0.371044,-0.371044
3.122000,-0.373959,-0.373959,-0.373959,-0.373959,-0.373959,-0.373959,-0.373959
3.123000,-0.376871,-0.376871,-0.376871,-0.376871,-0.376871,-0.376871,-0.376871
3.124000,-0.379779,-0.379779,-0.379779,-0.379779,-0.379779,-0.379779,-0.379779
3.125000,-0.382683,-0.382683,-0.382683,-0.382683,-0.382683,-0.382683,-0.382683
3.126000,-0.385584,-0.385584,-0.385584,-0.385584,-0.385584,-0.385584,-0.385584
3.127000,-0.388481,-0.388481,-0.388481,-0.388481,-0.388481,-0.388481,-0.388481
3.128000,-0.391374,-0.391374,-0.391374,-0.391374,-0.391374,-0.391374,-0.391374
3.129000,-0.394263,-0.394263,-0.394263,-0.394263,-0.394263,-0.394263,-0.394263
3.130000,-0.397148,-0.397148,-0.397148,-0.397148,-0.397148,-0.397148,-0.397148
3.131000,-0.400029,-0.400029,-0.400029,-0.400029,-0.400029,-0.400029,-0.400029
3.132000,-0.402906,-0.402906,-0.402906,-0.402906,-0.402906,-0.402906,-0.402906
3.133000,-0.405780,-0.405780,-0.405780,-0.405780,-0.405780,-0.405780,-0.405780
3.134000,-0.408649,-0.408649,-0.408649,-0.408649,-0.408649,-0.408649,-0.408649
3.135000,-0.411514,-0.411514,-0.411514,-0.411514,-0.411514,-0.411514,-0.411514
3.136000,-0.414376,-0.414376,-0.414376,-0.414376,-0.414376,-0.414376,-0.414376
3.137000,-0.417233,-0.417233,-0.417233,-0.417233,-0.417233,-0.417233,-0.417233
3.138000,-0.420086,-0.420086,-0.420086,-0.420086,-0.420086,-0.420086,-0.420086
3.139000,-0.422935,-0.422935,-0.422935,-0.422935,-0.422935,-0.422935,-0.422935
3.140000,-0.425779,-0.425779,-0.425779,-0.425779,-0.425779,-0.425779,-0.425779
3.141000,-0.428620,-0.428620,-0.428620,-0.428620,-0.428620,-0.428620,-0.428620
3.142000,-0.431456,-0.431456,-0.431456,-0.431456,-0.431456,-0.431456,-0.431456
3.143000,-0.434288,-0.434288,-0.434288,-0.434288,-0.434288,-0.434288,-0.434288
3.144000,-0.437116,-0.437116,-0.437116,-0.437116,-0.437116,-0.437116,-0.437116
3.145000,-0.439939,-0.439939,-0.439939,-0.439939,-0.439939,-0.439939,-0.439939
3.146000,-0.442758,-0.442758,-0.442758,-0.442758,-0.442758,-0.442758,-0.442758
3.147000,-0.445573,-0.445573,-0.445573,-0.445573,-0.445573,-0.445573,-0.445573
3.148000,-0.448383,-0.448383,-0.448383,-0.448383,-0.448383,-0.448383,-0.448383
3.149000,-0.451189,-0.451189,-0.451189,-0.451189,-0.451189,-0.451189,-0.451189
3.150000,-0.453990,-0.453990,-0.453990,-0.453990,-0.453990,-0.453990,-0.453990
3.151000,-0.456787,-0.456787,-0.456787,-0.456787,-0.456787,-0.456787,-0.456787
3.152000,-0.459580,-0.459580,-0.459580,-0.459580,-0.459580,-0.459580,-0.459580
3.153000,-0.462368,-0.462368,-0.462368,-0.462368,-0.462368,-0.462368,-0.462368
3.154000,-0.465151,-0.465151,-0.465151,-0.465151,-0.465151,-0.465151,-0.465151
3.155000,-0.467930,-0.467930,-0.467930,-0.467930,-0.467930,-0.467930,-0.467930
3.156000,-0.470704,-0.470704,-0.470704,-0.470704,-0.470704,-0.470704,-0.470704
3.157000,-0.473473,-0.473473,-0.473473,-0.473473,-0.473473,-0.473473,-0.473473
3.158000,-0.476238,-0.476238,-0.476238,-0.476238,-0.476238,-0.476238,-0.476238
3.159000,-0.478998,-0.478998,-0.478998,-0.478998,-0.478998,-0.478998,-0.478998
3.160000,-0.481754,-0.481754,-0.481754,-0.481754,-0.481754,-0.481754,-0.481754
3.161000,-0.484504,-0.484504,-0.484504,-0.484504,-0.484504,-0.484504,-0.484504
3.162000,-0.487250,-0.487250,-0.487250,-0.487250,-0.487250,-0.487250,-0.487250
3.163000,-0.489991,-0.489991,-0.489991,-0.489991,-0.489991,-0.489991,-0.489991
3.164000,-0.492727,-0.492727,-0.492727,-0.492727,-0.492727,-0.492727,-0.492727
3.165000,-0.495459,-0.495459,-0.495459,-0.495459,-0.495459,-0.495459,-0.495459
3.166000,-0.498185,-0.498185,-0.498185,-0.498185,-0.498185,-0.498185,-0.498185
3.167000,-0.500907,-0.500907,-0.500907,-0.500907,-0.500907,-0.500907,-0.500907
3.168000,-0.503623,-0.503623,-0.503623,-0.503623,-0.503623,-0.503623,-0.503623
3.169000,-0.506335,-0.506335,-0.506335,-0.506335,-0.506335,-0.506335,-0.506335
3.170000,-0.509041,-0.509041,-0.509041,-0.509041,-0.509041,-0.509041,-0.509041
3.171000,-0.511743,-0.511743,-0.511743,-0.511743,-0.511743,-0.511743,-0.511743
3.172000,-0.514440,-0.514440,-0.514440,-0.514440,-0.514440,-0.514440,-0.514440
3.173000,-0.517131,-0.517131,-0.517131,-0.517131,-0.517131,-0.517131,-0.517131
3.174000,-0.519817,-0.519817,-0.519817,-0.519817,-0.519817,-0.519817,-0.519817
3.175000,-0.522499,-0.522499,-0.522499,-0.522499,-0.522499,-0.522499,-0.522499
3.176000,-0.525175,-0.525175,-0.525175,-0.525175,-0.525175,-0.525175,-0.525175
3.177000,-0.527846,-0.527846,-0.527846,-0.527846,-0.527846,-0.527846,-0.527846
3.178000,-0.530511,-0.530511,-0.530511,-0.530511,-0.530511,-0.530511,-0.530511
3.179000,-0.533172,-0.533172,-0.533172,-0.533172,-0.533172,-0.533172,-0.533172
3.180000,-0.535827,-0.535827,-0.535827,-0.535827,-0.535827,-0.535827,-0.535827
3.181000,-0.538477,-0.538477,-0.538477,-0.538477,-0.538477,-0.538477,-0.538477
3.182000,-0.541121,-0.541121,-0.541121,-0.541121,-0.541121,-0.541121,-0.541121
3.183000,-0.543760,-0.543760,-0.543760,-0.543760,-0.543760,-0.543760,-0.543760
3.184000,-0.546394,-0.546394,-0.546394,-0.546394,-0.546394,-0.546394,-0.546394
3.185000,-0.549023,-0.549023,-0.549023,-0.549023,-0.549023,-0.549023,-0.549023
3.186000,-0.551646,-0.551646,-0.551646,-0.551646,-0.551646,-0.551646,-0.551646
3.187000,-0.554263,-0.554263,-0.554263,-0.554263,-0.554263,-0.554263,-0.554263
3.188000,-0.556876,-0.556876,-0.556876,-0.556876,-0.556876,-0.556876,-0.556876
3.189000,-0.559482,-0.559482,-0.559482,-0.559482,-0.559482,-0.559482,-0.559482
3.190000,-0.562083,-0.562083,-0.562083,-0.562083,-0.562083,-0.562083,-0.562083
3.191000,-0.564679,-0.564679,-0.564679,-0.564679,-0.564679,-0.564679,-0.564679
3.192000,-0.567269,-0.567269,-0.567269,-0.567269,-0.567269,-0.567269,-0.567269
3.193000,-0.569853,-0.569853,-0.569853,-0.569853,-0.569853,-0.569853,-0.569853
3.194000,-0.572432,-0.572432,-0.572432,-0.572432,-0.572432,-0.572432,-0.572432
3.195000,-0.575005,-0.575005,-0.575005,-0.575005,-0.575005,-0.575005,-0.575005
3.196000,-0.577573,-0.577573,-0.577573,-0.577573,-0.577573,-0.577573,-0.577573
3.197000,-0.580134,-0.580134,-0.580134,-0.580134,-0.580134,-0.580134,-0.580134
3.198000,-0.582690,-0.582690,-0.582690,-0.582690,-0.582690,-0.582690,-0.582690
3.199000,-0.585241,-0.585241,-0.585241,-0.585241,-0.585241,-0.585241,-0.585241
3.200000,-0.587785,-0.587785,-0.587785,-0.587785,-0.587785,-0.587785,-0.587785
3.201000,-0.590324,-0.590324,-0.590324,-0.590324,-0.590324,-0.590324,-0.590324
3.202000,-0.592857,-0.592857,-0.592857,-0.592857,-0.592857,-0.592857,-0.592857
3.203000,-0.595384,-0.595384,-0.595384,-0.595384,-0.595384,-0.595384,-0.595384
3.204000,-0.597905,-0.597905,-0.597905,-0.597905,-0.597905,-0.597905,-0.597905
3.205000,-0.600420,-0.600420,-0.600420,-0.600420,-0.600420,-0.600420,-0.600420
3.206000,-0.602930,-0.602930,-0.602930,-0.602930,-0.602930,-0.602930,-0.602930
